"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.639504208E0,-1.222507782E0,2.634371796E0,4.466262360E0,5.327470272E0
2.649536208E0,-9.397457886E-1,2.649789734E0,3.748654633E0,4.685821095E0
2.659568209E0,-6.598278809E-1,2.672542419E0,3.112178192E0,4.154937896E0
2.669600209E0,-3.957769775E-1,2.649640045E0,2.633323975E0,3.756544548E0
2.679632208E0,-2.137554932E-1,2.580334167E0,2.286345520E0,3.454155709E0
2.689664208E0,-5.957611084E-2,2.550396423E0,2.113904114E0,3.313104561E0
2.699695208E0,1.866618347E-1,2.663261719E0,2.184856567E0,3.449841133E0
2.709727208E0,-1.369651794E-1,2.619851990E0,2.371967468E0,3.536751840E0
2.719759208E0,-6.915618896E-1,2.322270813E0,2.464475098E0,3.456130363E0
2.729791208E0,-6.996450806E-1,2.313439178E0,2.646047516E0,3.583723138E0
2.739823208E0,-4.020639038E-1,2.575095062E0,3.068618774E0,4.026063977E0
2.749855208E0,-9.295669556E-2,2.768043823E0,3.844605103E0,4.738322061E0
2.759887208E0,1.679507446E-1,2.638862457E0,4.887336731E0,5.556785298E0
2.769919208E0,5.507048035E-1,2.236199799E0,5.926326141E0,6.358082011E0
2.779951209E0,1.033450928E0,1.711989899E0,6.859186249E0,7.144743958E0
2.789981750E0,1.687740326E0,1.227148132E0,8.025261383E0,8.292115545E0
2.800013750E0,2.844235382E0,9.372010803E-1,9.523346100E0,9.983092793E0
2.810045750E0,4.852309570E0,6.352789307E-1,1.128203888E1,1.229767819E1
2.820077750E0,7.092850342E0,6.376739502E-2,1.307605820E1,1.487601728E1
2.830109750E0,8.484207001E0,-3.333567810E-1,1.462309113E1,1.690939648E1
2.840141750E0,8.684340820E0,4.176315308E-2,1.520523056E1,1.751052701E1
2.850173750E0,7.946824493E0,1.263971558E0,1.501422775E1,1.703457304E1
2.860205750E0,7.076983337E0,2.905009003E0,1.484747452E1,1.670240312E1
2.870236750E0,6.809938660E0,4.723128204E0,1.486768250E1,1.702149193E1
2.880268750E0,6.305936737E0,6.123166809E0,1.496707581E1,1.735717051E1
2.890300750E0,5.149291992E0,6.541696472E0,1.524085648E1,1.736642470E1
2.900332750E0,4.464166718E0,6.443949738E0,1.546778458E1,1.734086596E1
2.910364750E0,4.393513641E0,5.968837738E0,1.536075714E1,1.705528792E1
2.920396750E0,4.551435242E0,4.870421906E0,1.459988937E1,1.604971470E1
2.930428750E0,4.976551208E0,3.398682404E0,1.298220337E1,1.431274636E1
2.940460750E0,5.213358765E0,2.188898163E0,1.082429077E1,1.221211102E1
2.950491750E0,4.907245331E0,1.246607666E0,8.605604553E0,9.984563943E0
2.960523750E0,4.174219666E0,6.370751953E-1,6.808890839E0,8.011926677E0
2.970555750E0,3.054697723E0,-1.125659180E-1,5.565576324E0,6.349762916E0
2.980587750E0,1.918260956E0,-1.010398865E0,4.904251556E0,5.362118452E0
2.990619750E0,1.282532959E0,-1.697021027E0,4.495900726E0,4.973720388E0
3.000651750E0,1.202000427E0,-1.877695312E0,4.310137024E0,4.852610213E0
3.010683750E0,1.311123505E0,-1.503623199E0,4.284989319E0,4.726633160E0
3.020715750E0,1.189426575E0,-8.481362915E-1,4.359234924E0,4.597499306E0
3.030746750E0,6.629713440E-1,-1.517843628E-1,4.387975159E0,4.440371098E0
3.040778750E0,-6.002517700E-2,4.571493530E-1,4.355792084E0,4.380127079E0
3.050810750E0,-8.098159790E-1,8.924441528E-1,4.211641846E0,4.380660398E0
3.060842750E0,-1.449435883E0,1.202748871E0,4.148922272E0,4.556426806E0
3.070874750E0,-1.743723907E0,1.535357208E0,4.185146942E0,4.786789086E0
3.080906750E0,-1.676214294E0,1.870210876E0,4.277654572E0,4.960414470E0
3.090938750E0,-1.493893433E0,2.186503143E0,4.346661072E0,5.089791357E0
3.100970750E0,-1.222657471E0,2.537822571E0,4.453089752E0,5.269292460E0
3.111001750E0,-9.857002258E-1,2.806214447E0,4.600832520E0,5.478512967E0
3.121033750E0,-9.330097961E-1,2.910996552E0,4.768783264E0,5.664424245E0
3.131065750E0,-9.991722107E-1,2.967878265E0,4.958738251E0,5.864787425E0
3.141097750E0,-9.720785522E-1,2.999761963E0,5.122348022E0,6.015144039E0
3.151129750E0,-7.596702576E-1,3.016227722E0,5.356760559E0,6.194320968E0
3.161161750E0,-4.010160828E-1,2.956651611E0,5.853427734E0,6.570024269E0
3.171193750E0,7.035369873E-3,2.869532776E0,6.736441498E0,7.322152136E0
3.181225750E0,4.522096252E-1,2.834954681E0,7.783514099E0,8.296056492E0
3.191256750E0,8.560697937E-1,2.723735962E0,9.179660797E0,9.613415909E0
3.201288750E0,1.236129456E0,2.704426117E0,1.081306412E1,1.121446799E1
3.211320750E0,1.931732941E0,2.606230316E0,1.235979767E1,1.277844384E1
3.221352750E0,3.514391785E0,2.195933533E0,1.423165512E1,1.482272179E1
3.231384750E0,5.734125824E0,1.827699280E0,1.640902725E1,1.747789630E1
3.241416750E0,7.476352844E0,1.813029785E0,1.834569992E1,1.989340681E1
3.251448750E0,7.323071594E0,2.133812714E0,1.942959595E1,2.087318215E1
3.261480750E0,6.148763580E0,2.861000519E0,1.997476227E1,2.109463783E1
3.271511750E0,5.631738739E0,3.929179230E0,2.058624069E1,2.170134181E1
3.281543750E0,5.505551147E0,4.797822876E0,2.139785294E1,2.260969500E1
3.291575750E0,5.101840668E0,5.048701172E0,2.271077271E1,2.381800492E1
