"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.406012250E0,-2.528541870E0,3.381767578E0,8.358318787E0,9.364366977E0
2.416030250E0,-2.341880035E0,3.545377350E0,8.364156647E0,9.381536072E0
2.426048250E0,-2.121238861E0,3.648961945E0,8.247698822E0,9.264940013E0
2.436067250E0,-2.035317535E0,3.849395142E0,8.076903992E0,9.175878079E0
2.446085250E0,-2.007625122E0,4.024980011E0,7.915689240E0,9.104348349E0
2.456103250E0,-1.800904999E0,4.044589233E0,7.710615692E0,8.891319094E0
2.466121250E0,-1.482068024E0,3.985312500E0,7.458988953E0,8.585788114E0
2.476139250E0,-1.361418915E0,4.078718262E0,7.221283264E0,8.404542587E0
2.486157250E0,-1.499132538E0,4.302802277E0,7.143445129E0,8.472916506E0
2.496175250E0,-1.573976898E0,4.521647186E0,7.267986145E0,8.703236131E0
2.506193250E0,-1.593137054E0,4.617597656E0,7.396868134E0,8.864194942E0
2.516211250E0,-1.690734100E0,4.688699799E0,7.538473663E0,9.037204920E0
2.526229250E0,-1.743125153E0,4.642296295E0,7.823930054E0,9.263006082E0
2.536247250E0,-1.701661377E0,4.552782440E0,8.346343689E0,9.658412518E0
2.546265250E0,-1.682501221E0,4.442761230E0,8.717721405E0,9.928121887E0
2.556283250E0,-1.629810791E0,4.169878693E0,8.930578766E0,9.989965396E0
2.566301250E0,-1.332379303E0,3.815415802E0,9.079519043E0,9.938324728E0
2.576319250E0,-9.859996033E-1,3.572021942E0,9.152716827E0,9.874399288E0
2.586337250E0,-8.270301819E-1,3.661685486E0,9.188941498E0,9.926155619E0
2.596355250E0,-7.310797119E-1,4.002975769E0,9.405990143E0,1.024846052E1
2.606374250E0,-6.936575317E-1,4.370760956E0,9.667646027E0,1.063240762E1
2.616392250E0,-5.454656982E-1,4.696034546E0,9.904603271E0,1.097503710E1
2.626410250E0,-3.501219177E-1,4.916675720E0,9.882149963E0,1.104324107E1
2.636428250E0,-2.661465454E-1,4.971761169E0,9.595046997E0,1.080991073E1
2.646446250E0,-3.296145630E-1,4.800517273E0,9.531279602E0,1.067702687E1
2.656464250E0,-2.865042114E-1,4.344565430E0,9.501491547E0,1.045158720E1
2.666482250E0,-2.754272461E-1,3.920048218E0,9.219627686E0,1.002218404E1
2.676500250E0,-5.282514954E-1,3.695515137E0,9.001082153E0,9.744504179E0
2.686518250E0,-8.872050476E-1,3.662433929E0,9.097032623E0,9.846652103E0
2.696536250E0,-9.431886292E-1,3.827989655E0,9.560917969E0,1.034186937E1
2.706554250E0,-6.686595154E-1,3.964206390E0,1.008318192E1,1.085507233E1
2.716572250E0,-2.240840149E-1,3.989503784E0,1.056038956E1,1.129106645E1
2.726590250E0,2.755769348E-1,3.912114716E0,1.074465637E1,1.143801664E1
2.736608250E0,7.985893250E-1,3.792363739E0,1.067385361E1,1.135565579E1
2.746626250E0,1.321601715E0,3.603456573E0,1.048374893E1,1.116425197E1
2.756644250E0,1.606309662E0,3.441493378E0,1.014320709E1,1.083091674E1
2.766662250E0,1.500180359E0,3.365750885E0,1.000743942E1,1.066431732E1
2.776681250E0,1.290017395E0,3.371289368E0,1.020368134E1,1.082334743E1
2.786699250E0,1.234183502E0,3.399730225E0,1.034004776E1,1.095435814E1
2.796717250E0,1.133592682E0,3.397035828E0,1.038405624E1,1.098423911E1
2.806735250E0,9.407936096E-1,3.327280884E0,1.030038025E1,1.086525306E1
2.816753250E0,8.223898315E-1,3.202141113E0,1.009620483E1,1.062371803E1
2.826771250E0,8.508306885E-1,3.033142548E0,9.415270844E0,9.928302555E0
2.836789250E0,6.248007202E-1,2.969524841E0,8.558901672E0,9.080927902E0
2.846807250E0,4.180805969E-1,3.122955780E0,8.022417297E0,8.618980420E0
2.856825250E0,4.249662781E-1,3.415297852E0,8.117769012E0,8.817200774E0
2.866843250E0,4.927752686E-1,3.718567200E0,8.697513428E0,9.471922155E0
2.876861250E0,5.911207581E-1,3.989803162E0,9.439221039E0,1.026483545E1
2.886879250E0,7.716453552E-1,3.954925690E0,9.467961273E0,1.028976017E1
2.896897250E0,8.514294434E-1,3.877686310E0,9.144483948E0,9.969100756E0
2.906915250E0,7.458988953E-1,3.751349030E0,9.259594574E0,1.001843682E1
2.916933250E0,6.719526672E-1,3.562890930E0,9.393715668E0,1.006914128E1
2.926951250E0,7.370672607E-1,3.397634583E0,9.364975433E0,9.989492168E0
2.936969250E0,7.837701416E-1,3.222199402E0,8.865015106E0,9.464954171E0
2.946988250E0,7.673043823E-1,3.106040955E0,8.183632050E0,8.786812844E0
2.957006250E0,7.330256653E-1,3.272345123E0,7.887847137E0,8.571096878E0
2.967024250E0,7.842192078E-1,3.415447540E0,7.852370911E0,8.598837746E0
2.977042250E0,8.455915833E-1,3.381318512E0,7.833659821E0,8.574063575E0
2.987060250E0,9.354048157E-1,3.413800964E0,7.887697449E0,8.645506939E0
2.997078250E0,1.095571747E0,3.443888397E0,7.948920135E0,8.731894185E0
3.007096250E0,1.321901093E0,3.415597229E0,8.142916718E0,8.928651611E0
