"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.745268333E0,8.069269867E0,-3.212619324E0,-8.173004150E-1,8.723647120E0
2.755291333E0,8.086783447E0,-3.309018860E0,-8.089178467E-1,8.774965551E0
2.765314333E0,8.062683563E0,-3.294349365E0,-6.767427063E-1,8.735993628E0
2.775336333E0,8.152945862E0,-3.255280609E0,-5.801934814E-1,8.797954452E0
2.785359333E0,8.332572327E0,-3.236120453E0,-5.197192383E-1,8.954012802E0
2.795381333E0,8.614436188E0,-3.247496796E0,-4.662803650E-1,9.218034696E0
2.805404333E0,8.907227325E0,-3.295546875E0,-5.435197449E-1,9.512872413E0
2.815427333E0,9.155710602E0,-3.385210419E0,-6.644682312E-1,9.784079120E0
2.825450333E0,9.382788391E0,-3.554508362E0,-8.036787415E-1,1.006564192E1
2.835472333E0,9.557026062E0,-3.711831207E0,-9.270222473E-1,1.029435808E1
2.845495333E0,9.764344940E0,-3.847149811E0,-1.098415833E0,1.055222778E1
2.855518333E0,9.978998566E0,-3.923790436E0,-1.349892883E0,1.080734725E1
2.865540333E0,1.010204269E1,-3.930825806E0,-1.546733551E0,1.094965948E1
2.875563333E0,1.011207184E1,-3.874542847E0,-1.791175232E0,1.097608254E1
2.885586333E0,1.020951920E1,-3.748055878E0,-2.139500885E0,1.108420810E1
2.895608333E0,1.026520340E1,-3.630400543E0,-2.427951050E0,1.115567816E1
2.905631333E0,1.019499939E1,-3.611240387E0,-2.638862457E0,1.113295400E1
2.915654333E0,1.005084915E1,-3.648961945E0,-2.803969116E0,1.105426319E1
2.925676333E0,9.883946228E0,-3.691174164E0,-2.826721802E0,1.092279799E1
2.935699333E0,9.648336182E0,-3.776496735E0,-2.690954132E0,1.070483782E1
2.945722333E0,9.461075592E0,-3.894301758E0,-2.477647705E0,1.052693097E1
2.955744333E0,9.449549561E0,-3.977678375E0,-2.261796570E0,1.049912548E1
2.965767333E0,9.384285278E0,-4.034111023E0,-2.052980804E0,1.041890551E1
2.975790333E0,9.232201538E0,-4.044738922E0,-1.846410370E0,1.024708200E1
2.985812333E0,9.094038849E0,-4.027524719E0,-1.674717407E0,1.008598911E1
2.995835333E0,8.922495575E0,-3.939358063E0,-1.508862305E0,9.869454630E0
3.005858333E0,8.715925140E0,-3.802243195E0,-1.419797516E0,9.614584201E0
3.015880333E0,8.521928558E0,-3.648512878E0,-1.310973816E0,9.362348259E0
3.025903333E0,8.414601746E0,-3.496578827E0,-1.256038055E0,9.198326893E0
3.035926333E0,8.413553925E0,-3.352727966E0,-1.275198212E0,9.146300068E0
3.045948333E0,8.403674469E0,-3.229683838E0,-1.288071442E0,9.094598964E0
3.055971333E0,8.359216919E0,-3.163970490E0,-1.352437592E0,9.039707086E0
3.065994333E0,8.291407928E0,-3.104693756E0,-1.453776855E0,8.972181223E0
3.076016333E0,8.217910767E0,-3.081791382E0,-1.507664795E0,8.905310136E0
3.086039333E0,8.183632050E0,-3.061733093E0,-1.578766937E0,8.879107393E0
3.096062333E0,8.167166290E0,-3.094215546E0,-1.609303436E0,8.880688746E0
3.106084333E0,8.232430573E0,-3.197351074E0,-1.687141571E0,8.991240943E0
3.116107333E0,8.364605713E0,-3.296744385E0,-1.755699005E0,9.160656705E0
3.126130333E0,8.397088165E0,-3.362457733E0,-1.776954803E0,9.218176611E0
3.136152333E0,8.353079681E0,-3.391347656E0,-1.788780212E0,9.191023541E0
3.146175333E0,8.306676178E0,-3.476370850E0,-1.827998657E0,9.188449407E0
